step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,-0.20914241364271208,0.15388818709274932,-18.66457874335183,0.05141275588638947,0.13614413388431448,3.92,0.9166666666666666,1.563306155522579,4.988664808412151,0,49.99999999999996,340.50582523466403,0
100,1.9999999999999793,-0.014216961415229323,0.19015629455765315,-50.04460579612935,0.08268654418913973,0.17792057715630474,3.92,0.75,1.5968337245384425,5.0,2,50.00000000000051,542.6972075184616,0
150,2.9999999999999583,-0.05579725420485533,0.18087605799624804,1.4188844696001428,0.025572817905394587,0.058165667482728695,3.92,0.75,1.5431955843236427,2.0444248345229448,0,50.000000000000696,675.3061798617465,1
200,3.999999999999937,-0.03933655690056839,0.1831829167914509,3.8554796899114865,0.06719267286452196,0.18623554786617325,3.92,0.9166666666666666,1.579526704629241,5.0,2,50.00000000000079,769.8808833571806,1
250,4.999999999999916,0.40766138709730826,0.17058109628130286,-44.40547362946836,0.0713908465654458,0.21216804655315966,3.92,0.9166666666666666,1.6296337005496024,5.0,1,50.000000000001066,1327.1669968991146,1
300,5.999999999999894,0.03931731498676834,0.16937001395235537,-4.9754245250014275,0.09363824094976674,0.3515975285475,3.92,0.8333333333333334,1.5997476503252983,4.2276416767673775,0,50.000000000001066,1321.6002023248386,2
350,6.999999999999873,0.0985640900251441,0.195966358907901,-23.308599443404972,0.03696201162407072,0.0938006858106919,3.92,0.9166666666666666,1.638333974480629,4.946249220300075,0,50.000000000001066,1324.742747438385,2
400,7.999999999999852,0.030145702852387067,0.17579149161569194,-63.89663434204852,0.08856506436443289,0.27815641362309795,3.92,1.0,1.6428840282559394,3.913018944241673,0,50.000000000001066,1324.4525960179928,2
450,9.000000000000007,-0.1779280079023271,0.16177508974481203,-15.05650072898765,0.058678742791008404,0.1438869353508151,3.92,0.9166666666666666,1.5854447889328003,5.0,1,49.999999999998856,1325.9009165647362,3
500,10.000000000000163,0.4057906019889092,0.21599029753710638,-50.2407699626871,0.054974579660065144,0.13194046701806889,3.92,0.8333333333333334,1.6119222450256347,5.0,3,49.99999999999663,1309.2267331777202,3
550,11.00000000000032,-0.08257599344646424,0.18795951500262895,1.958053977498179,0.02008568922015285,0.05068159054339172,3.92,0.9166666666666666,1.5853911331295967,2.7708108358740557,0,49.999999999994415,1296.1177911281661,4
600,12.000000000000476,0.5721271208305382,0.18722728310954656,-3.8189307661053533,0.04099146828114786,0.08294541131237504,3.92,0.9166666666666666,1.5740052008628844,5.0,3,49.99999999999219,1294.670526907708,4
650,13.000000000000632,0.32153299967702503,0.17578883970020373,-27.11712108941562,0.06345407315656874,0.2771769923035341,3.92,0.9166666666666666,1.625950320661068,4.871368590933941,0,49.999999999992184,1294.3097560593983,4
700,14.000000000000789,-0.008269538958719281,0.17084003238594273,-4.043997800338416,0.09055748550589687,0.3031733387282391,3.92,0.9166666666666666,1.5977900466322899,3.9646379464729,0,49.999999999992184,1308.7675312664496,5
750,15.000000000000945,0.13971140455878522,0.1939265453256841,-26.9615230765684,0.053918159596656044,0.15744674858677565,3.92,0.6666666666666666,1.636717810034752,5.0,1,49.999999999992184,1322.5989525828795,5
800,16.0000000000011,0.2177517326612427,0.16163982628599757,-50.76363520042643,0.050099359158839486,0.1753014407728889,3.92,0.9166666666666666,1.6456977102160453,2.7299681310849704,0,49.999999999992184,1325.0012223865633,5
