step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,-0.13191505110226417,0.16620629510059667,-3.0470507222276493,0.0203433114267252,0.05930290588083853,2.94,0.75,0.7249480033960682,2.457417134072252,0,49.99999999999996,341.90375962115814,0
100,1.9999999999999793,0.15382989801167826,0.16624992854506013,3.703173429135527,0.037298244292468606,0.13198278338681235,2.94,0.8333333333333334,0.7584734929127863,2.3299320611050565,0,50.00000000000051,535.9965243410496,0
150,2.9999999999999583,0.04762113935159758,0.16712212683546332,6.93931756096651,0.020287846291179055,0.040522618426293344,2.94,0.8333333333333334,0.7831327911564623,3.416988688838493,0,50.000000000000696,661.1920902391381,0
200,3.999999999999937,-0.07520401448610978,0.16079542952962664,0.19625796544502633,0.027489863721584143,0.0992105758474654,2.94,0.9166666666666666,0.7671850216648665,2.0905576983908642,0,50.00000000000079,748.4191469251851,0
250,4.999999999999916,0.10797626304186227,0.16876808833208454,0.8537642218338246,0.03613082387078591,0.10561070921340034,2.94,1.0,0.8043253907561302,2.6339480633897594,0,50.000000000001066,1239.9215073765774,0
300,5.999999999999894,-0.07048738671770197,0.15910172985897644,-9.357577652028807,0.025756989313476353,0.051906305804063455,2.94,0.9166666666666666,0.8113761159777642,2.0141508491220197,0,50.000000000001066,1235.698656879197,0
350,6.999999999999873,0.1366441982152545,0.17705045976060096,-63.39140807625441,0.027584994751130187,0.07733276410027512,2.94,0.75,0.7961338146775961,2.9460848263113886,0,50.000000000001066,1235.3068281231217,0
400,7.999999999999852,-0.01387780488281827,0.15603257852780078,3.9993301971544524,0.018385847220724495,0.04290236121976423,2.94,0.9166666666666666,0.796053161919117,2.3155805582746933,0,50.000000000001066,1243.1399424048877,1
450,9.000000000000007,-0.06246013352711281,0.16685297201643007,-2.6234873180356573,0.019414847783105035,0.06564085034210071,2.94,0.8333333333333334,0.7783999785780906,1.4791865004570963,0,49.999999999998856,1245.09442127852,1
500,10.000000000000163,0.21886883828075387,0.16660253132883857,-5.66654295666203,0.023709943425990528,0.0802876462415485,2.94,0.9166666666666666,0.7793975377082825,3.248494606146338,0,49.99999999999663,1252.085191146191,1
550,11.00000000000032,-0.10025220400046395,0.15683958731322095,-5.795082415466005,0.045439282552562806,0.17845232518359483,2.94,0.8333333333333334,0.7698685658723116,1.3685189312471717,0,49.999999999994415,1228.4570404736933,1
600,12.000000000000476,0.4319256847137416,0.173700640261122,8.662200176867684,0.026148063579855756,0.06271501741714502,2.94,0.9166666666666666,0.8065165364742279,3.8039611494076793,0,49.99999999999219,1219.9296265383814,1
650,13.000000000000632,0.04763349066536903,0.164478393386163,-3.142536151188585,0.023326649530283825,0.05534115538195854,2.94,0.8333333333333334,0.8144188828766346,1.9077879703211575,0,49.999999999992184,1214.5789973826138,1
700,14.000000000000789,0.037130074249138494,0.16316522351564827,-50.57376023676014,0.02987642911098244,0.13104281686159758,2.94,0.8333333333333334,0.7985067518800497,1.9937445989560996,0,49.999999999992184,1212.04010113183,1
750,15.000000000000945,0.06261163626704601,0.17261181045659665,5.702821982600836,0.023754061743269647,0.10781440467127335,2.94,1.0,0.7927861744165421,1.880036437558706,0,49.999999999992184,1238.11497033477,2
800,16.0000000000011,-0.20774968501614152,0.16223888727105795,-4.001446352399978,0.023020624499117206,0.047743689786763466,2.94,0.9166666666666666,0.7785708284378052,2.274204968966095,0,49.999999999992184,1242.4517949504182,2
