step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,-0.09989711401428779,0.16287151990242793,-4.5385023935311395,0.024380182558028412,0.10075993030893951,1.96,0.75,0.6231325565323135,1.4357046786924605,0,49.99999999999996,332.82847027675865,0
100,1.9999999999999793,-0.2574415864141504,0.15948510374369404,0.9728945022947302,0.01111634579155516,0.02791612546153638,1.96,1.0,0.5907286829523692,1.3984218543052365,0,50.00000000000051,523.6084799875201,0
150,2.9999999999999583,0.1183399472084473,0.15864116775020898,1.628070896215195,0.03272914883010996,0.12271252159579504,1.96,0.8333333333333334,0.5991990762467153,1.452619322352913,0,50.000000000000696,646.5025008103521,0
200,3.999999999999937,-0.13102902557666835,0.16294841611930105,-4.874865925634021,0.013647420322893117,0.04797271967116973,1.96,0.9166666666666666,0.5952165987726277,1.6860343450427324,0,50.00000000000079,733.9777419667884,0
250,4.999999999999916,0.19825069493242506,0.1615659810440779,-0.5982283558765825,0.0429830798990794,0.16178963916974087,1.96,0.9166666666666666,0.5878536153212189,1.9813331362439581,0,50.000000000001066,1228.7651183730163,0
300,5.999999999999894,-0.15627844499051055,0.15659129297801866,-3.994020265310916,0.029275521787802766,0.1169220358919455,1.96,0.9166666666666666,0.6086155999451875,1.3829201947919265,0,50.000000000001066,1210.7681093462281,0
350,6.999999999999873,0.05502483767377432,0.1592638783132996,0.6001560630052061,0.013314312616356745,0.057038753202620085,1.96,1.0,0.5926219580322504,1.8861992196665893,0,50.000000000001066,1209.7942131943869,0
400,7.999999999999852,0.00955492557154264,0.16159114876035227,-21.973564102584685,0.025678921755099286,0.061877151153391874,1.96,1.0,0.6212684116512537,1.6196738883955477,0,50.000000000001066,1203.0030759440338,0
450,9.000000000000007,-0.26670397597260664,0.15820876059550548,-1.0462721247923379,0.029275498091189556,0.0713416812018084,1.96,0.9166666666666666,0.6157575823366642,2.390736422722395,0,49.999999999998856,1204.9032504241486,1
500,10.000000000000163,-0.03178166418520158,0.162386850843932,-3.8336526789395498,0.03934720813615251,0.12437026823537096,1.96,0.8333333333333334,0.6108427657559514,3.046922473386248,0,49.99999999999663,1223.8372207935925,1
