step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,0.07937985012480954,0.16423924131212356,1.2502363354053732,0.027255822392932755,0.057200779732142146,3.92,0.5833333333333334,0.6009823601299847,1.8014914258841392,0,49.99999999999996,336.2333234581081,0
100,1.9999999999999793,0.05620035453978034,0.1616502450098758,3.6772636824884284,0.013377469420804587,0.05703958289729327,3.92,0.75,0.604362171533422,2.2855507462657156,0,50.00000000000051,532.7406473987932,0
150,2.9999999999999583,0.041258603437744006,0.16273858557884205,5.153710937838508,0.017325099131678488,0.047134310168879034,3.92,1.0,0.6663656778750925,1.614566564735523,0,50.000000000000696,662.0660053957046,0
200,3.999999999999937,-0.26387150406483517,0.16377795711258428,-6.000988858616016,0.009906053094992184,0.020349418566822708,3.92,1.0,0.6748659910722158,1.376681130512947,0,50.00000000000079,751.9259597713511,0
250,4.999999999999916,0.049843996974900946,0.15989407092098384,-1.2965011915204847,0.02569560116105829,0.056689601361990416,3.92,0.75,0.6985240580886602,1.6902320981079415,0,50.000000000001066,1275.6452367897875,0
300,5.999999999999894,0.281131106537301,0.17314354750660552,4.540049450366592,0.024650708091105127,0.07335203229342512,3.92,1.0,0.7183161637187004,2.541439948022457,0,50.000000000001066,1276.45337104886,0
350,6.999999999999873,-0.07560143437393903,0.1553489884753225,1.3233802963218013,0.011875826268338921,0.027224771876890805,3.92,0.9166666666666666,0.6871047335863113,1.2868487076036472,0,50.000000000001066,1257.4047782882055,0
400,7.999999999999852,0.03281043649461002,0.1586902487125627,1.232481028598259,0.020197990578488693,0.059669958004882506,3.92,0.75,0.6862202036380768,1.3773065858662317,0,50.000000000001066,1258.5180197591947,0
450,9.000000000000007,0.13890011807773892,0.16963705704120718,0.48950877722788194,0.017970081979006267,0.05703117570937699,3.92,0.9166666666666666,0.6922881132364274,2.647445773021115,0,49.999999999998856,1265.3003836814003,0
500,10.000000000000163,-0.19021545712871143,0.16214640630236166,0.6027829315882033,0.024612966024305873,0.04816920527867263,3.92,1.0,0.6783160661906004,1.6640259273057094,0,49.99999999999663,1261.3579528942564,0
550,11.00000000000032,-0.025740182417570985,0.1611580407452872,-7.558399447450028,0.03125593775287489,0.08354700788920755,3.92,1.0,0.7011816406995058,4.825249911735883,0,49.999999999994415,1266.544346032712,0
600,12.000000000000476,-0.00019459305057344632,0.16675102608994355,5.577944528519665,0.011272468198183816,0.028489590684259936,3.92,1.0,0.7109944983199239,2.238332727434005,0,49.99999999999219,1268.553498316214,0
650,13.000000000000632,0.06139428761827963,0.16822705503953517,-3.9249462529508197,0.018810054428355327,0.0512461886456308,3.92,0.8333333333333334,0.7249167066439987,3.9407884724963984,0,49.999999999992184,1267.240169153155,0
700,14.000000000000789,0.2009079803850414,0.164437383722559,1.3853479149216983,0.02163278947793537,0.05307007067685565,3.92,0.9166666666666666,0.7418544124439359,2.2195584155238355,0,49.999999999992184,1271.729833211566,0
750,15.000000000000945,0.09496834770079954,0.16353462213010228,4.803117378318207,0.022827557054779724,0.0775528935972089,3.92,0.9166666666666666,0.7351193065196275,0.9432616488421666,0,49.999999999992184,1280.4985871934616,0
800,16.0000000000011,-0.16328753783562835,0.16233284102852516,-3.627015802746378,0.012361619255149324,0.039425445321033814,3.92,0.9166666666666666,0.721384772323072,2.9308495239002763,0,49.999999999992184,1277.6666006918142,0
850,17.000000000000902,-0.018060191120431304,0.16236206732263642,-2.904677535948366,0.014682349536787898,0.028023916869940324,3.92,0.8333333333333334,0.6891914847865701,1.0678064642170877,0,49.999999999996625,1274.7591694841296,0
900,18.000000000000703,0.04020159236505532,0.16271368878855444,2.7183915896699182,0.017684598434433294,0.070977119307848,3.92,0.8333333333333334,0.6858167355880141,2.182559009682756,0,50.000000000001066,1273.5811344683214,0
950,19.000000000000504,-0.12746936014536367,0.16292553285821057,7.310353423992969,0.033030665350798384,0.10101306360466544,3.92,0.8333333333333334,0.6678125202655792,1.1679200933603748,0,50.00000000000551,1279.9891706429219,0
1000,20.000000000000306,-0.029561938178490964,0.16518360147046854,-7.720039340513565,0.012724684023116767,0.025935234578801314,3.92,0.9166666666666666,0.6627332080155611,1.4080634586375316,0,50.00000000000995,1284.2031291597405,0
1050,21.000000000000107,-0.08938468799700951,0.1600854860304294,-42.80359964485489,0.021444047090830018,0.059933270801181826,3.92,0.6666666666666666,0.6812010336667299,2.9322785251970664,0,50.00000000000995,1272.6322047614763,0
1100,21.999999999999908,-0.015502875219429071,0.1734173595295039,-16.521452222221118,0.01373358384468129,0.044085094217529805,3.92,1.0,0.6618801421672106,1.5391535267008738,0,50.00000000000995,1270.9170306043834,0
