step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,0.16400519058904217,0.1953161007377403,-10.977803545009543,0.06528933740561169,0.2614387445775387,5.88,0.6666666666666666,1.4727626851398883,3.065215878143211,0,49.99999999999996,333.991882976962,0
100,1.9999999999999793,0.10450575630864141,0.2274064518148172,-18.292013137148974,0.030066624529684043,0.0936246261658058,5.88,0.75,1.4128419937292307,5.0,1,50.00000000000051,532.3699708363894,0
150,2.9999999999999583,-0.12307259833224854,0.19339002375696604,-33.525278919630786,0.029846164559859185,0.0857046001348094,5.88,0.9166666666666666,1.3584397052791097,5.0,1,50.000000000000696,662.7905263122361,0
200,3.999999999999937,-0.4755242430828521,0.17505385156479195,-23.34170863711556,0.016424790330258496,0.045282383395993775,5.88,0.75,1.327930972208558,5.0,1,50.00000000000079,757.8862929164679,0
250,4.999999999999916,-0.007027693674940362,0.18903858421125683,27.647158356767367,0.03007580436758346,0.07694229896596638,5.88,0.8333333333333334,1.2737748178839683,5.0,2,50.000000000001066,1313.3590338146116,0
300,5.999999999999894,-0.06481066895903881,0.18603310963813255,-6.116272144571752,0.0631437760376767,0.19022536005841673,5.88,0.75,1.3020982804894448,3.0296257371765027,0,50.000000000001066,1314.0032075200202,1
350,6.999999999999873,-0.16897917563810885,0.1988035080713701,-10.76093740602107,0.061681487400841783,0.16271106945926495,5.88,0.75,1.3332511804997922,4.508323074457484,0,50.000000000001066,1318.4391371510974,1
400,7.999999999999852,-0.22920597983897922,0.19976692614896163,-37.90499188394231,0.03623217492453309,0.13179381731268103,5.88,0.75,1.3380330252647399,5.0,1,50.000000000001066,1021.1269793424516,1
450,9.000000000000007,-0.3694248350613122,0.17844866199499254,4.935585295584052,0.06801042959722915,0.13942695940336092,5.88,0.8333333333333334,1.3325322403013706,5.0,1,49.999999999998856,962.7316607754948,1
500,10.000000000000163,0.4503241810312332,0.19713983396453993,-45.72306834630286,0.019565217181413224,0.042285293850133354,5.88,0.9166666666666666,1.2813383150100708,4.758402763012705,0,49.99999999999663,936.6487106497663,1
550,11.00000000000032,0.0546002835049894,0.1613565256125095,4.714848796630826,0.053988271607267435,0.13870630672343257,5.88,0.8333333333333334,1.2763736832141876,4.446953406003946,0,49.999999999994415,916.235358511482,2
600,12.000000000000476,-0.218751026220253,0.1634215849609195,-10.094459542568304,0.02668416018862571,0.07505245664333482,5.88,0.75,1.3235567362606526,3.3144085991698327,0,49.99999999999219,1146.5857216455568,2
650,13.000000000000632,0.10894955750896439,0.17463319471322664,-56.09264791488135,0.020948811746644442,0.054297384746067934,5.88,0.6666666666666666,1.3313330522179603,5.0,2,49.999999999992184,1229.4313449151305,2
700,14.000000000000789,-0.3581856155431812,0.1876718483135888,5.704981430884981,0.03432795549844735,0.06034682982358719,5.88,0.6666666666666666,1.3209581162035464,5.0,1,49.999999999992184,1275.7926849275493,2
750,15.000000000000945,0.39075808085540675,0.23034095634560875,-55.046478369957164,0.03344713235599791,0.075080069817135,5.88,0.6666666666666666,1.30840713635087,5.0,1,49.999999999992184,1312.4819929565897,2
800,16.0000000000011,-0.06389698909838173,0.19632419090878067,12.028739963460021,0.044091533243359106,0.08133309356211371,5.88,0.75,1.2772042596340178,5.0,1,49.999999999992184,1312.498237744741,3
850,17.000000000000902,-0.47625792865090744,0.16623033851425265,0.25211116109548093,0.04588497637897999,0.1500810144596058,5.88,0.8333333333333334,1.3192314998805523,3.992978872829332,0,49.999999999996625,1314.5492394507662,3
900,18.000000000000703,0.2642257349181995,0.20451976206511738,-47.1615353414598,0.03879530143610458,0.1617586978827574,5.88,0.75,1.3295424649119376,5.0,2,50.000000000001066,1308.654671018265,3
950,19.000000000000504,0.1911794670267938,0.17849573143054057,-4.547699166217573,0.06734821324328442,0.22526799359633054,5.88,0.9166666666666666,1.318092742562294,5.0,1,50.00000000000551,1311.6096844863075,3
1000,20.000000000000306,0.45738811303006355,0.2076256202019476,-47.89698618358813,0.050035048160478685,0.12491891276124634,5.88,0.75,1.3085033519566058,3.061256110024488,0,50.00000000000995,1307.8101792246841,3
