step,sim_time,vel_x,base_height,pitch_deg,joint_err_mean,joint_err_max,torque_max,sat_ratio,dact_norm,obs_max,clip_dims,sim_hz,wall_hz,resets
50,1.0000000000000007,0.06729526438497598,0.16452853059618192,2.933033080847068,0.021496592321427865,0.059141074826668416,3.92,0.9166666666666666,0.850722453400169,1.4565375549884922,0,49.99999999999996,316.20748329598206,0
100,1.9999999999999793,-0.0015970239075973978,0.16726208628305195,1.6879039032025702,0.039821748056824084,0.08060173044956753,3.92,0.75,0.8678317209108046,1.2070937215111517,0,50.00000000000051,508.33571180709475,0
150,2.9999999999999583,-0.1886520239675089,0.16746217081364453,7.053224122429982,0.014534969445297382,0.03426273067162666,3.92,0.9166666666666666,0.8492771018891448,2.5899127342529056,0,50.000000000000696,637.1540832103211,0
200,3.999999999999937,0.11858319872812206,0.166907077235847,4.983331468654777,0.016384537250474354,0.04448011931418716,3.92,0.9166666666666666,0.8463899760953274,2.4048331534228855,0,50.00000000000079,720.7255021433401,0
250,4.999999999999916,0.061183004003811305,0.16145936377785175,2.340499743896961,0.029035037000305585,0.1188604620073016,3.92,0.9166666666666666,0.872494419515133,1.30756379644823,0,50.000000000001066,1264.5674534239488,0
300,5.999999999999894,-0.05792501013598263,0.1632773441946847,8.300470939988932,0.01848461906707226,0.06585369119882101,3.92,1.0,0.8570954219996929,2.8041894104013134,0,50.000000000001066,1243.599744208116,0
350,6.999999999999873,-0.0768049759779271,0.16997871499207692,6.151744937174206,0.013204067433077659,0.03653508644653791,3.92,0.9166666666666666,0.8581294361501932,2.2651566732265667,0,50.000000000001066,1241.9920387675195,0
400,7.999999999999852,-0.23446387471073174,0.15924037577607264,0.09953031174870638,0.01812516720444071,0.03464694175090871,3.92,0.9166666666666666,0.8657700706273317,1.5293372897209958,0,50.000000000001066,1270.4881945188292,0
450,9.000000000000007,0.4039439272246265,0.16255715510389124,2.2187726383469455,0.026956472204901185,0.0508905760884476,3.92,0.75,0.8230593315511942,1.315084621322177,0,49.999999999998856,1275.5066168961284,0
500,10.000000000000163,0.4818280996333342,0.1629721004331534,2.3814444527261167,0.02274684338558385,0.05976389713004515,3.92,0.75,0.8438688958436251,1.9359276828265184,0,49.99999999999663,1303.0547964638927,0
550,11.00000000000032,0.2642160679821483,0.15651679485016567,0.25891703354537526,0.03425521439721252,0.09265582413092377,3.92,0.8333333333333334,0.8646799184381961,2.5918081196696825,0,49.999999999994415,1296.666836965554,0
600,12.000000000000476,-0.11747062524811974,0.16247315283562327,2.0796344795038895,0.022204812289456356,0.05126056666797674,3.92,1.0,0.8455174997448921,2.445372599271999,0,49.99999999999219,1302.4614625357497,0
