step,isaac_vx,isaac_vy,isaac_wz,mujoco_vx,mujoco_vy,mujoco_wz,isaac_base_z,mujoco_base_z,obs_l2_diff,action_l2_diff
15,0.5004814267158508,-0.04131803289055824,-0.010541081428527832,0.4862471182816816,-0.03164639318584166,0.5066607994915417,0.1741752177476883,0.17099752907096874,6.447588801795467,0.8912474530050978
16,0.541753888130188,0.004693532362580299,-0.14643315970897675,0.4842506859325039,0.025302590010943538,-0.13377189705111128,0.17362752556800842,0.16843457145952287,4.957517991300235,0.979663622510113
17,0.5248684287071228,-0.0029494191985577345,0.06130179017782211,0.4969645497154849,0.0044827723743553925,-0.17487218475319558,0.1696077585220337,0.16470312859052835,5.392905311808717,1.0373543341572324
18,0.5453793406486511,0.0379791334271431,-0.12169765681028366,0.5205573720613247,-0.03562957059172165,0.143254617203056,0.16954003274440765,0.16590540626950814,5.40356737927612,1.6290913928044437
19,0.5716960430145264,-0.14455190300941467,0.05149790272116661,0.4914767775467791,-0.06670259779826693,0.1111677727446356,0.1728672981262207,0.16928658991985404,5.02717522504063,1.1634938573862346
20,0.49845826625823975,-0.0426243394613266,0.06089827045798302,0.4642064412036829,-0.06675817728892645,-0.030531809062166387,0.17692334949970245,0.17281537191502086,4.058534630968583,0.7668240704834661
21,0.41724735498428345,0.04672547057271004,0.059227701276540756,0.44406139981179277,-0.0245716955664072,0.011832187354333694,0.17852458357810974,0.17453085989719208,3.3369936647270926,0.4877383982315513
22,0.41313889622688293,0.020171033218503,-0.01640550047159195,0.4224969677054485,0.0013793495587906637,0.005579853532546286,0.17615075409412384,0.17241422651848165,5.186228047559202,0.4845185642922461
23,0.41445428133010864,0.0029164322186261415,0.03404925763607025,0.43140481532045555,-0.01837775289777696,0.11282521560334861,0.17322687804698944,0.16603162686539147,3.459960336195397,0.35590456721195446
24,0.5240971446037292,0.11986643821001053,0.11032216995954514,0.4558868434963132,0.02746330320785963,-0.10647978151384448,0.17192742228507996,0.1668265485340477,5.094829050225424,0.48065396689225465
25,0.5078164935112,0.0933837890625,0.1710887849330902,0.4611878852079013,-0.0034458160728308386,0.2099241162513565,0.17467555403709412,0.17066696679910795,2.903667866150425,0.6026280348779338
26,0.5189343094825745,0.06694994121789932,0.08936267346143723,0.47302939512236475,0.007310998125272929,0.22491687284760525,0.17448574304580688,0.17369621933132093,4.937523719272777,0.8654245011922368
27,0.49953344464302063,0.04738827049732208,-0.004059331025928259,0.47668450814301677,-0.03080921795814202,-0.0598475453205971,0.17068292200565338,0.1732408093476651,4.893374160461803,0.9780881422745226
28,0.5034354329109192,0.05782056972384453,-0.15542498230934143,0.473582229031868,-0.04049497947309695,-0.24848908687139343,0.168889120221138,0.16882986241634698,5.262431469964647,1.0201623017699395
29,0.5310077667236328,-0.05822199210524559,-0.10519275814294815,0.4736817334998321,-0.06335351215487904,0.19946214232044537,0.17076487839221954,0.16715380813157302,5.422734734208263,0.618481563502316
30,0.5272117257118225,-0.0453147254884243,-0.02658316306769848,0.454386603632028,-0.031967876522776204,0.0765825963736485,0.1744309961795807,0.16967444717200966,3.7345804499790667,0.8253561446961396
31,0.505571722984314,-0.026336967945098877,0.07329227030277252,0.4003958419054134,-0.023660316232547773,-0.006686791124288189,0.17691348493099213,0.17334663280635335,5.100532244061436,0.9378435710028787
32,0.4464981257915497,0.011901657097041607,-0.051933761686086655,0.3889727238320538,0.03470448606566562,0.09653555979028103,0.17659492790699005,0.17504333997368896,3.6264140836337533,0.6880626009171841
33,0.45123326778411865,-0.015903018414974213,-0.003520600264891982,0.34760390899252314,0.031116167176282013,-0.08971087007348583,0.17215226590633392,0.17289091147229213,5.630768958226775,0.9964571858568385
34,0.4607836902141571,-0.003278157440945506,-0.11729390919208527,0.3477734762314451,0.00517423454052089,-0.03406333256984239,0.17123278975486755,0.1679798507424749,6.811678900082104,1.582016057303756
35,0.4669991433620453,-0.005021295975893736,-0.2181280553340912,0.3953361408216054,0.06647961666444868,-0.1974229485028875,0.17409417033195496,0.1663943084247666,5.852734580998707,1.2497906387289262
36,0.4921322762966156,-0.001962530892342329,-0.21687106788158417,0.41506258566552934,0.07701205881132792,-0.0736830732765025,0.1749725043773651,0.16978864356110918,6.565049820108521,1.8637536663218104
37,0.48271188139915466,-0.024370910599827766,-0.006298879161477089,0.39221024230399054,0.04625870660931954,-0.03190756162345056,0.17180472612380981,0.1747652824772673,7.6305976365288775,1.8828026375898337
38,0.48067763447761536,-0.012257826514542103,-0.042178940027952194,0.37097577722261443,0.005869448481982646,0.35573186008694957,0.16954374313354492,0.17821614730915822,9.847088185079826,2.423757166599026
39,0.548468291759491,-0.11248302459716797,0.17263755202293396,0.37333235389947383,-0.003963695119903648,0.14395309851285676,0.1713317632675171,0.17807816539291108,10.070844213883166,2.117123744181796
40,0.549135684967041,-0.11034584045410156,0.032003652304410934,0.3643752472441355,-0.0299700763852168,0.31745305560215337,0.17393752932548523,0.17437480902184166,8.230442386924276,2.61633729123163
41,0.4573889672756195,-0.015781138092279434,-0.10445045679807663,0.3642976663241281,-0.01693713370114225,0.6939341806164155,0.17440621554851532,0.17140689939251852,11.46476238854322,2.6870352095990024
42,0.46764737367630005,-0.031644415110349655,0.04245978966355324,0.41564159292258657,-0.018492394045705136,0.19497492932645383,0.17098300158977509,0.17257016653939963,10.487451240572444,2.9649865146730563
43,0.46410539746284485,-0.07071346789598465,-0.08231888711452484,0.3714974243916071,-0.05829316162514946,0.04160290201833778,0.16586890816688538,0.17302067339454644,12.798464547445285,1.9373655777013623
44,0.5668027997016907,0.04799208790063858,-0.011589602567255497,0.35704608967080725,-0.11189080910460418,0.0049028575541920335,0.16589400172233582,0.1707283516290917,11.232643476375715,2.4783316971546854
45,0.5436139702796936,0.033480364829301834,0.019716523587703705,0.3551436979592024,-0.14023916033791603,-0.19573868275515685,0.16872429847717285,0.16814092557989635,15.047000922347635,2.187264285826125
46,0.5058505535125732,-0.06479395925998688,-0.09978153556585312,0.4339200275187494,0.012900890574613343,-0.011253746374331075,0.17086775600910187,0.16716307712943163,12.244479816106436,2.6706441042878732
47,0.5225518941879272,-0.037761688232421875,-0.07382774353027344,0.4437169892148181,0.042049696483279206,0.01023342790847703,0.16946586966514587,0.1693315131717855,8.95265757118146,2.6032508594259625
48,0.5129797458648682,-0.04327743873000145,0.049438074231147766,0.4370653583790681,0.04881349301890829,0.0856885157770509,0.16563734412193298,0.17268059168207428,12.316688543936593,2.8033515482929685
49,0.5405983328819275,0.0017726190853863955,-0.11690041422843933,0.503627214869302,0.023515871805623687,-0.0323712699713144,0.16589955985546112,0.17383492460739475,16.95234477724685,2.5601515388978706
50,0.5518046617507935,-0.16085167229175568,0.10275498777627945,0.48113668938375564,0.02707097867631094,-0.07245549807558743,0.168771430850029,0.17095098598729624,11.881180425462023,1.7697812343921056
51,0.4917217791080475,-0.06795312464237213,0.10625414550304413,0.48491772246578846,0.0025013559441828238,-0.025071173470387148,0.17270728945732117,0.16565738475343647,10.15932848928066,2.5519828788845165
52,0.4062221050262451,0.018190709874033928,0.02745460905134678,0.5158888613271587,0.0037047564471505276,0.32323062406830033,0.17406173050403595,0.16671977698194598,11.65953577374008,2.9949984924718707
53,0.4075809121131897,-0.009609626606106758,-0.059598684310913086,0.4867794947199617,-0.0476432742316394,0.1163986702361083,0.172526016831398,0.1710272244655914,8.917610289439374,3.0104337734947486
54,0.46228694915771484,0.016975054517388344,0.02440735511481762,0.46105309074541984,-0.06556748311245988,-0.06398062069906786,0.17258158326148987,0.17545177550740787,14.030622039995352,2.3347492972694317
55,0.5650987029075623,0.14016705751419067,0.06817256659269333,0.4522649754212466,0.023272944673106644,0.10524630332867446,0.17323848605155945,0.17781205955996002,14.21284463670262,2.358741175247346
56,0.5771604180335999,0.13936501741409302,0.1843673586845398,0.4109233521846145,0.004106272270468446,-0.06489961905157635,0.1752873659133911,0.1760609526215667,13.515098018361419,2.1114472915176443
57,0.5279836058616638,0.07797974348068237,0.2628723084926605,0.42209428358043516,-0.028705370684629573,-0.10271678410197596,0.17358562350273132,0.17129925656048914,12.56365817178576,2.0923176730339117
58,0.5241523385047913,0.07620763778686523,0.0942811667919159,0.46160393083639956,0.04361871257127473,0.028341421500460755,0.16907748579978943,0.16805991401618292,13.593055522989678,2.6657424584781206
59,0.5914633274078369,0.058633122593164444,0.03988730162382126,0.5155445556270271,0.08137347926743332,-0.06594457006917442,0.17034697532653809,0.17124107638083227,16.733511500576256,3.404970648612579
60,0.5712604522705078,-0.08691193908452988,0.060847166925668716,0.4405574316990757,0.012435538248920635,-0.06645023444351841,0.17307108640670776,0.176466393701961,15.258642552458587,2.7395658247764514
61,0.4996345341205597,-0.02088986150920391,0.23826617002487183,0.4294230746495566,-0.011475772368271945,0.3021753455304287,0.1753164678812027,0.18027206716516986,10.19947912318383,2.0115603063642666
62,0.411569744348526,0.04793522134423256,-0.1569512039422989,0.4294073212961137,-0.041255576620856736,0.10013761509131563,0.17500612139701843,0.18013359700189197,9.008765381332442,2.314767926952443
63,0.4277319014072418,0.027895309031009674,-0.0008209622465074062,0.42478989916619714,-0.06369779539666602,0.14566018023651026,0.17206893861293793,0.17692607712337494,13.650654948718696,2.0460505754309186
64,0.5151321887969971,0.10019870102405548,0.0073117646388709545,0.4409408173112815,-0.09087360355013588,0.030333306609049357,0.1731705367565155,0.17241906127019627,15.956691167457349,3.4936971553725034
65,0.48697271943092346,0.05416632816195488,-0.4739299714565277,0.4105256313142843,-0.10119231301232828,0.3179161587333804,0.17437581717967987,0.17331362575737616,17.914775781459653,2.6814798902808716
66,0.4699907600879669,0.031333789229393005,-0.1445249319076538,0.498896805344261,-0.1541288406390047,0.11038040117066536,0.17155589163303375,0.1761749449970405,12.959963424590189,2.495724554951772
67,0.4681960344314575,0.025512464344501495,-0.06639531254768372,0.44270930589412893,-0.07173980376966015,0.34196147363732476,0.1675879955291748,0.17721595138571847,13.545819428345474,2.0971968533112957
68,0.5585605502128601,-0.1158650740981102,-0.1373261660337448,0.4050424545473901,-0.08246092172925291,-0.31786682313876674,0.16858859360218048,0.17449719686435639,11.167256162748897,2.424516464981471
69,0.5258537530899048,-0.10696370899677277,-0.3748795986175537,0.43371528307454627,-0.09527995534395253,-0.19210581728457266,0.17196127772331238,0.16876743706355288,14.483838535285306,2.6852591461240367
70,0.4961450695991516,-0.029336702078580856,0.10415669530630112,0.44918099893392527,-0.07844388202913277,-0.0023835638176578425,0.17625492811203003,0.16935344693104581,17.339450749461548,2.5619338810453813
71,0.40517622232437134,0.042886387556791306,0.050252992659807205,0.4392959717826075,-0.11424357094376886,0.08292807849519288,0.17807765305042267,0.1723205866085768,13.167171019515099,3.0128571758004155
72,0.3945710361003876,0.002734809648245573,0.019637133926153183,0.4457976716075389,-0.1271805518200588,0.136723092236056,0.17561174929141998,0.17512621760405891,12.993978751911465,3.267061188515332
73,0.4065471291542053,-0.037933237850666046,0.1445000320672989,0.483644043628292,-0.11038994930027167,0.178403914001194,0.17365188896656036,0.17561657863823552,12.677190755055772,1.7007994393083588
74,0.5169901847839355,0.1049499362707138,0.03684194013476372,0.48821533090298264,-0.09036251854731749,0.0741981742722783,0.17107164859771729,0.17219160996357202,12.364729761772024,2.92707741628988
75,0.5197678208351135,0.10012421011924744,0.22637426853179932,0.49586246350359203,-0.07913776260204988,0.14033641858474158,0.17363721132278442,0.16862889954708046,14.769033538758006,3.4077798353959468
76,0.4736349880695343,-0.011628389358520508,-0.13587501645088196,0.5063167407725474,-0.12877529329354154,0.12790909673891487,0.17408454418182373,0.17096170642591016,15.506358292909688,3.4038825419773255
77,0.4403647780418396,8.608700227341615e-06,-0.010920490138232708,0.48040242593832927,-0.12349032648932035,0.07823061750130222,0.17186114192008972,0.17487790713284285,13.594778620753731,2.1560914203089254
78,0.4592544138431549,0.03436483070254326,-0.24748973548412323,0.45449858833748125,-0.08129790723037025,0.3111853504493425,0.16991737484931946,0.17681972620954303,10.349677121203342,2.259532819401663
79,0.45392388105392456,-0.06812350451946259,0.27294665575027466,0.4395781293301022,-0.07501828410763711,-0.19238173344123044,0.17183223366737366,0.17498694135940346,12.079514124017088,2.700591054608445
80,0.4358893632888794,-0.07244578748941422,0.13695570826530457,0.42622697290491546,-0.09869358584485648,0.06625306593744873,0.1757291704416275,0.17059931027404762,15.129790226851103,2.823529675672362
81,0.42845436930656433,-0.08502288907766342,0.234329953789711,0.4703084736577661,-0.05534274592590449,-0.04489697223999033,0.1783139705657959,0.16869062857370817,17.263887842199903,2.54946894564537
82,0.3691887855529785,-0.02039579674601555,-0.1417810171842575,0.47943892793823895,-0.016574743351677607,0.0898815659622686,0.17791663110256195,0.17170098392126465,11.396914657354731,2.1916399683346177
83,0.37312963604927063,-0.035701651126146317,0.01267382875084877,0.501455947917286,-0.12029788952162465,0.21313591705081175,0.17367713153362274,0.1757529725264512,11.086596458257574,2.5002080284818775
84,0.420430064201355,0.04274148866534233,-0.27877599000930786,0.4474626483257076,-0.12503005996945718,0.03654369766709627,0.17083966732025146,0.17796373580305527,14.25950214228977,1.811202753679938
85,0.47224360704421997,0.07104682177305222,-0.2465668022632599,0.408541645086772,-0.16004475248009425,0.08718510614086027,0.17384324967861176,0.17660214066003488,13.972495512807651,2.4390989707221955
86,0.45602095127105713,0.04379264637827873,-0.18804317712783813,0.42105722227215486,-0.1882237621194215,-0.01317146235489651,0.1763836294412613,0.1716601188188093,15.29456041393993,2.458426967039971
87,0.54091876745224,0.12694549560546875,0.008411935530602932,0.4312282509991384,-0.20202765114722707,0.2588122051748738,0.17653240263462067,0.16975305479810085,16.506229056932572,2.618953780126481
88,0.52998948097229,0.08617079257965088,0.001188889378681779,0.4601174059593409,-0.22743195314837084,0.10708372666188753,0.17308539152145386,0.17207226697623323,13.003356687414657,1.997166673717733
89,0.5361806154251099,0.11334764957427979,-0.03527085483074188,0.44341083422337574,-0.16519199523930433,0.21541191196880433,0.17189498245716095,0.17496212881218975,9.8675136146093,2.486498434088104
90,0.5688058733940125,-0.02468862198293209,0.5291286706924438,0.40230814352009536,-0.0971769856718103,0.21469914452078484,0.17514024674892426,0.1759715521476291,14.328771859724537,2.5948441717108404
91,0.5606839656829834,-0.03318026289343834,0.35928237438201904,0.3780171015684869,-0.1578242514125948,-0.21912704861170557,0.17902976274490356,0.1731478347501839,13.742174824425014,2.447707913715879
92,0.4613405764102936,0.06640259921550751,0.09522712975740433,0.38844037596993913,-0.16837231126126498,-0.17714332786529335,0.18039578199386597,0.17056185227500628,14.360028340419307,1.6892837055323615
93,0.46953678131103516,0.035242773592472076,0.026734059676527977,0.4742093511767104,-0.06183409329265553,-0.1286755231371799,0.17780867218971252,0.1702495249284538,11.387188461232371,2.1928019938913916
94,0.47340214252471924,0.014135284349322319,0.06656932085752487,0.4521273002512431,-0.05746771897732677,-0.08253340274927257,0.1722455620765686,0.17278921427141433,12.889713684197115,1.3258537023851784
95,0.5546360015869141,0.10750920325517654,0.042255010455846786,0.47710014517308275,-0.08383922878975042,-0.08290297450511963,0.17316381633281708,0.17514528538802795,10.340745798054751,2.413284828210058
96,0.5412992238998413,0.07852895557880402,-0.2610964775085449,0.4640080854690486,-0.06309904007862202,0.17963006357586833,0.1727629005908966,0.1746794146626942,10.54536395594657,0.7978745346390824
97,0.5186092853546143,0.048840221017599106,0.01739637553691864,0.4620137287609172,-0.09698833078059196,-0.16058237908974532,0.16833384335041046,0.17097160113082513,6.73626460805586,1.1357614068489588
98,0.5186429619789124,0.043890658766031265,-0.08556273579597473,0.46769420877107537,-0.08920483119943912,-0.1176267523792654,0.16567686200141907,0.16828653769951787,7.700590077688848,1.0730739845042585
99,0.5278717279434204,-0.07550555467605591,0.12215858697891235,0.45343027137371694,-0.126163259924672,0.08320009244787978,0.16729441285133362,0.17138447005685387,6.642576241623796,1.038499609987018
100,0.5022144913673401,-0.05570254102349281,0.06560306996107101,0.45572382389895805,-0.1467171490560824,0.0040565637339613075,0.1712585687637329,0.17573160529397774,4.515713423102451,1.5882407650398827
101,0.506397545337677,-0.06472349911928177,-0.0582517571747303,0.42207788646823774,-0.08111896344404053,0.3383787983257186,0.17562155425548553,0.1778991278982068,8.399615038962862,1.7000117690991878
102,0.4428839385509491,1.0638909770932514e-06,-0.052246976643800735,0.4149101314930157,-0.08072815754101471,-0.036258518658917466,0.17659611999988556,0.1762689586833081,9.940884718014143,1.047146007148522
103,0.4523945748806,-0.012080688029527664,-0.05423404276371002,0.4158989846279854,-0.12965733032645732,-0.06805708495624876,0.17378956079483032,0.17399796283732105,7.5293511979527405,1.6966261162722485
104,0.4563397765159607,-0.0314302071928978,0.012898813001811504,0.476759643485195,-0.09816729783365913,-0.11464465206143319,0.1696729063987732,0.17387966224335757,10.881318658281232,1.1074651568014584
105,0.5112172961235046,0.10160158574581146,-0.48855987191200256,0.4408296166063563,-0.11367727519966765,0.12494340403178783,0.17239589989185333,0.17661530975125367,9.789001700397364,2.7802884742632497
106,0.5328832268714905,0.09886454790830612,-0.18041682243347168,0.47127571270223106,-0.1352157126818031,-0.10580493705021572,0.17278382182121277,0.17806772635156912,8.590673307635114,0.8724231236748349
107,0.5009010434150696,0.04372221231460571,0.002006838796660304,0.4530139151319217,-0.16038587578573632,0.3471713668560441,0.16932158172130585,0.1764563877293615,6.663106138857323,1.1127184556795044
108,0.4909400939941406,0.03692454472184181,0.004479037597775459,0.45860031581489513,-0.12203473356148241,-0.44069058302826103,0.16702900826931,0.17048227213460934,6.3644470728209015,1.0409717237420757
109,0.5331629514694214,-0.10047703236341476,0.2753170430660248,0.4692845213083962,-0.11626747679678158,0.048750585864541965,0.1688261181116104,0.16970759624384835,6.271244597301407,1.214679036465331
110,0.5171499848365784,-0.09071765094995499,0.28539708256721497,0.42620786897493285,-0.08369635013163308,0.0556822012720897,0.1723802238702774,0.1727899179801805,5.137764305345989,0.8833654855922469
111,0.48431316018104553,-0.09485036134719849,0.1595226675271988,0.38278783509882447,-0.05992012719695414,0.008851613917668607,0.1761385053396225,0.1758742934562247,4.100917005303319,0.6241207758679428
112,0.4052355885505676,-0.013435613363981247,-0.07841826230287552,0.3814036688962086,-0.034901694661901767,0.23529858706847293,0.1767163723707199,0.17599159175392415,5.036498527376263,0.6210461089740952
113,0.41085293889045715,-0.027297114953398705,-0.008204936049878597,0.3692309476575161,-0.040364127474243526,-0.015238304616854603,0.173437237739563,0.17212026617188664,7.143029349721239,0.4495234272152312
114,0.41857028007507324,-0.0426284559071064,-0.03832163289189339,0.38510238091705135,-0.045637057426220616,-0.03758690267191353,0.17172062397003174,0.16618433435776214,4.856434467022077,0.4097389591763608
115,0.42559847235679626,-0.03004363924264908,-0.17549562454223633,0.3776209325831087,-0.026120329110531033,-0.10533550174200829,0.1742439866065979,0.16797476114182355,4.554640802761492,1.2677700002862065
116,0.475167840719223,0.029224790632724762,-0.13807837665081024,0.396079701256373,-0.06709370237337535,0.2108777086770131,0.1738784909248352,0.17149396933577396,5.148020816355266,1.4788862049221425
117,0.46759968996047974,0.006032934412360191,-0.006466577760875225,0.4736517537707895,-0.06861993910120243,-0.04592090085991153,0.1697840541601181,0.17412503733730142,7.333246684458061,1.5547331703382972
118,0.48633435368537903,0.04038172960281372,-0.23587901890277863,0.48003060449865326,-0.0028635822559995782,-0.3190242796228467,0.1683383733034134,0.17341582435697528,8.36518916586713,1.8575872190344986
119,0.4952782094478607,-0.06842692196369171,0.16856589913368225,0.4566248622331098,-0.019070120339891874,-0.0411896978236444,0.1708868443965912,0.16904027375618294,6.400205730361746,1.6659992778470765
